"name","name_en","amenity","building","healthcare","healthca_1","operator_t","capacity_p","addr_full","addr_city","source","name_fr","osm_id","osm_type","geometry","lon","lat"
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13175378598,"nodes",c(-1.3713947, 11.937232),-1.3713947,11.937232
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12208987818,"nodes",c(-1.1185697, 12.2533676),-1.1185697,12.2533676
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13432283415,"nodes",c(-2.3468605, 13.3858883),-2.3468605,13.3858883
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13189023834,"nodes",c(-1.3577181, 11.8537589),-1.3577181,11.8537589
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11403359554,"nodes",c(1.8102162, 11.6557722),1.8102162,11.6557722
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11403361802,"nodes",c(1.8246035, 11.6098739),1.8246035,11.6098739
"Clinique Sainte Thérèse",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,"survey",NA,5818732851,"nodes",c(-0.0010461, 11.1182857),-0.0010461,11.1182857
"Centre Médical de Nouna",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6967776019,"nodes",c(-3.8597336, 12.7311547),-3.8597336,12.7311547
NA,NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13230225233,"nodes",c(-0.3737332, 11.5455327),-0.3737332,11.5455327
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,13230243226,"nodes",c(-0.3031942, 11.2541779),-0.3031942,11.2541779
"Hôpital de Bittou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13230212270,"nodes",c(-0.3115963, 11.2746799),-0.3115963,11.2746799
"Pharmacie Kone",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,13230254219,"nodes",c(-4.2827028, 11.1380721),-4.2827028,11.1380721
"Dispensaire Ophtalmolgique (Mission)",NA,"doctors",NA,"doctor",NA,NA,NA,NA,NA,"survey",NA,696019255,"nodes",c(-1.5272027, 12.3600845),-1.5272027,12.3600845
"CSPS Fada secteur 7",NA,NA,NA,"hospice",NA,NA,NA,NA,NA,NA,NA,5354129400,"nodes",c(0.3515678, 12.0726559),0.3515678,12.0726559
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11393841777,"nodes",c(1.7716205, 11.7197824),1.7716205,11.7197824
"Pharmacie de l'Hôpital",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"survey",NA,6937690689,"nodes",c(-1.136412, 11.1680816),-1.136412,11.1680816
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12604304397,"nodes",c(0.0445703, 11.777241),0.0445703,11.777241
"CSPS de Faradjan",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6935762560,"nodes",c(-4.2002615, 10.3740321),-4.2002615,10.3740321
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12602110966,"nodes",c(-0.0139649, 11.8092876),-0.0139649,11.8092876
"Pharmacie SIFOMA",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,"survey",NA,3497326848,"nodes",c(-4.3075451, 11.1825278),-4.3075451,11.1825278
"Pharmacie DAFRA",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,"bing;survey",NA,3583900866,"nodes",c(-4.2786314, 11.1740542),-4.2786314,11.1740542
"Pharmacie Hadim",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,4236296797,"nodes",c(-4.272701, 11.1779075),-4.272701,11.1779075
NA,NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,3325851828,"nodes",c(-3.0743465, 11.1478213),-3.0743465,11.1478213
"Pharmacie de l'Aeroport",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,3627395101,"nodes",c(-4.3120946, 11.1663043),-4.3120946,11.1663043
"CSPS de Dandougou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6868115020,"nodes",c(-4.0599874, 10.5247807),-4.0599874,10.5247807
"CSPS de Kouéré",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6860866042,"nodes",c(-4.0003002, 10.4632541),-4.0003002,10.4632541
"Pneumologie",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,6499502781,"nodes",c(-4.3016772, 11.1707522),-4.3016772,11.1707522
"Accueil Service renseignement",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,6664097898,"nodes",c(-4.3011626, 11.1708481),-4.3011626,11.1708481
"Consultation",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,6664107762,"nodes",c(-4.3020707, 11.1704782),-4.3020707,11.1704782
"Cardiologie",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,6664182108,"nodes",c(-4.3019391, 11.1705264),-4.3019391,11.1705264
"Office de Santé des Travailleurs",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6817031553,"nodes",c(-4.7544521, 10.6412921),-4.7544521,10.6412921
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13249904966,"nodes",c(-0.1313317, 12.19533),-0.1313317,12.19533
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12595281601,"nodes",c(-0.1982394, 11.7255628),-0.1982394,11.7255628
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13250349357,"nodes",c(-0.1557693, 12.2032657),-0.1557693,12.2032657
"Clinique",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,5779018953,"nodes",c(-1.5662513, 12.2538661),-1.5662513,12.2538661
"CSPS de Dayoubsi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,5111883546,"nodes",c(-1.6037183, 12.2361713),-1.6037183,12.2361713
"Cabinet médical Mâkhy",NA,"clinic",NA,"clinic",NA,NA,NA,NA,NA,"survey;bing",NA,3507061962,"nodes",c(-1.4892209, 12.3761732),-1.4892209,12.3761732
"Pharmacie Saint François d'Assises",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,1645291391,"nodes",c(-1.4890606, 12.3820165),-1.4890606,12.3820165
"SOS Santé Cabinet privé polyvalent",NA,"clinic",NA,"clinic",NA,NA,NA,NA,NA,"survey;bing",NA,3507126667,"nodes",c(-1.4907215, 12.3776451),-1.4907215,12.3776451
"Pharmacie wend Kuuni",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,322814116,"nodes",c(-1.4875664, 12.3755238),-1.4875664,12.3755238
"CSPS de Koulgoren",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6450529923,"nodes",c(-2.0375991, 12.251082),-2.0375991,12.251082
"Pharmacie de la Comoe",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3974592653,"nodes",c(-4.7561262, 10.6376919),-4.7561262,10.6376919
"Pharmacie Charclam",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6384025385,"nodes",c(-4.7459128, 10.6402561),-4.7459128,10.6402561
"CSPS de Gampéla",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5845848490,"nodes",c(-1.3867798, 12.4282484),-1.3867798,12.4282484
"CSPS de Kwadifagou",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5878992304,"nodes",c(0.3721431, 12.199058),0.3721431,12.199058
"CSPS de Gonsé",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5912832885,"nodes",c(-1.3163839, 12.459464),-1.3163839,12.459464
"CSPS de Sônô",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5939510458,"nodes",c(-3.4940654, 12.8227493),-3.4940654,12.8227493
"CSPS de Koala",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5941339245,"nodes",c(-1.2543404, 12.3882884),-1.2543404,12.3882884
"CSPS de Soukuy",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6033573068,"nodes",c(-3.4724388, 12.6029724),-3.4724388,12.6029724
"CSPS de Tionkuy",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6033617084,"nodes",c(-3.4590974, 12.5085913),-3.4590974,12.5085913
"CSPS de Dona",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6034077115,"nodes",c(-3.3422725, 12.280973),-3.3422725,12.280973
"CSPS du Secteur 3",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6036682426,"nodes",c(-3.4432952, 12.4768408),-3.4432952,12.4768408
"Association Wend kuni poir ke Développement",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,6341366196,"nodes",c(-1.5433308, 12.3989999),-1.5433308,12.3989999
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13255767381,"nodes",c(-0.1362562, 12.1671192),-0.1362562,12.1671192
"Dispensaire",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,344612045,"nodes",c(-1.5187175, 12.3911132),-1.5187175,12.3911132
"Dispensaire de AMPO",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,696042671,"nodes",c(-1.4885296, 12.3593058),-1.4885296,12.3593058
"Dispensaire / Maternité",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,1606971292,"nodes",c(-3.6284689, 12.0223373),-3.6284689,12.0223373
"CSPS de Dalô",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4054779150,"nodes",c(-2.089063, 11.7377805),-2.089063,11.7377805
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4340229214,"nodes",c(-2.1884492, 13.3293327),-2.1884492,13.3293327
"CSPS de Kyon",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4356545899,"nodes",c(-2.5792251, 12.2825375),-2.5792251,12.2825375
"CSPS de Bougnounou",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4402724466,"nodes",c(-1.999556, 11.8058273),-1.999556,11.8058273
"CSPS de Bakata",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4468006348,"nodes",c(-1.8517707, 11.7690732),-1.8517707,11.7690732
"CSPS de Bavila",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5157927030,"nodes",c(-2.672655, 12.114945),-2.672655,12.114945
"CSPS de Tiogo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5167541712,"nodes",c(-2.6954645, 12.1769933),-2.6954645,12.1769933
"CSPS de Doudou",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5180985476,"nodes",c(-2.5472242, 12.1691171),-2.5472242,12.1691171
"CSPS de Koukouldi",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5184850231,"nodes",c(-2.5379276, 12.1973198),-2.5379276,12.1973198
"CSPS de Nagarpoulou",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5399840608,"nodes",c(-2.7348071, 12.3333359),-2.7348071,12.3333359
"CSPS de Zéhui",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5688812414,"nodes",c(-3.0098516, 12.1929154),-3.0098516,12.1929154
"CSPS de Rikiba",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5745884077,"nodes",c(-2.1667019, 13.1668942),-2.1667019,13.1668942
"CSPS de Koundouba",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5742179719,"nodes",c(-2.3178497, 13.1445031),-2.3178497,13.1445031
"CSPS de Dibilou",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5766426214,"nodes",c(-0.9516317, 13.3481281),-0.9516317,13.3481281
"CSPS de Téyogodin",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5766995352,"nodes",c(-0.1499784, 11.9728769),-0.1499784,11.9728769
"CSPS de Tampouy",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5783733677,"nodes",c(-2.0008636, 13.0098577),-2.0008636,13.0098577
"CSPS de Lâ-Todin",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5784628907,"nodes",c(-2.4608409, 12.9011181),-2.4608409,12.9011181
"CSPS de Kalamtogo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5784713460,"nodes",c(-2.5164297, 12.8480538),-2.5164297,12.8480538
"CSPS de Minissia",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5784815009,"nodes",c(-2.4176601, 12.7987212),-2.4176601,12.7987212
"CSPS de Barma-Mossi",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5786883064,"nodes",c(-2.0622835, 13.2398332),-2.0622835,13.2398332
"CSPS de Toéguin-Mossi",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5787428156,"nodes",c(-1.8734962, 13.3890247),-1.8734962,13.3890247
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5789257773,"nodes",c(-2.2054034, 13.2444284),-2.2054034,13.2444284
"CSPS de Ridimbo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5789312273,"nodes",c(-2.2345296, 13.1562566),-2.2345296,13.1562566
"CSPS de Firka",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5819174317,"nodes",c(-0.762265, 13.2394298),-0.762265,13.2394298
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13256252367,"nodes",c(-0.1762077, 12.188254),-0.1762077,12.188254
"Psychiatrie",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6663747830,"nodes",c(-4.7431516, 10.6435717),-4.7431516,10.6435717
"Administration",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6482460336,"nodes",c(-4.7433506, 10.6414072),-4.7433506,10.6414072
"Urgences Pédiatriques",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6479353092,"nodes",c(-4.7434282, 10.6425854),-4.7434282,10.6425854
"Unité de recherche clinique de Banfora",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6479354111,"nodes",c(-4.7433027, 10.6419861),-4.7433027,10.6419861
"Hôpital de jour",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6479354112,"nodes",c(-4.7423044, 10.642085),-4.7423044,10.642085
"Morgue",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6479357560,"nodes",c(-4.742539, 10.6436686),-4.742539,10.6436686
"St Bernard",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6495712602,"nodes",c(-4.7512915, 10.6434482),-4.7512915,10.6434482
"Urgences CHR",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6443995064,"nodes",c(-4.7450753, 10.6412867),-4.7450753,10.6412867
"Radiologie",NA,NA,NA,"centre",NA,NA,NA,NA,NA,NA,NA,6435812675,"nodes",c(-4.7440899, 10.642036),-4.7440899,10.642036
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9308813620,"nodes",c(-1.4638183, 12.2402146),-1.4638183,12.2402146
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12168937692,"nodes",c(-1.9104221, 12.3179175),-1.9104221,12.3179175
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12590050931,"nodes",c(-0.5001542, 11.6163502),-0.5001542,11.6163502
"Pharmacie Camille",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,11379286370,"nodes",c(-1.4788017, 12.3758214),-1.4788017,12.3758214
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9404723666,"nodes",c(-1.5012914, 12.4832687),-1.5012914,12.4832687
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9373549390,"nodes",c(-1.5171392, 12.5293476),-1.5171392,12.5293476
"CSPS DE AVV4","AVV4 CSPS","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9360555017,"nodes",c(-0.8651287, 11.1683631),-0.8651287,11.1683631
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9360221263,"nodes",c(-1.4952108, 12.5182823),-1.4952108,12.5182823
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13271251017,"nodes",c(-0.0590891, 12.2410114),-0.0590891,12.2410114
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9366341228,"nodes",c(-1.4664052, 12.5341784),-1.4664052,12.5341784
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12588225235,"nodes",c(-0.4664227, 11.6753472),-0.4664227,11.6753472
"Clinique Suka",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,9279195023,"nodes",c(-1.5597021, 12.3368586),-1.5597021,12.3368586
"Divin Amour",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,9262955092,"nodes",c(-4.7729682, 10.6440682),-4.7729682,10.6440682
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9209544593,"nodes",c(1.8644813, 11.8822244),1.8644813,11.8822244
"Pharmacie du Rond Point",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,3259870230,"nodes",c(-1.0849815, 13.0862504),-1.0849815,13.0862504
"CSPS de Napabtega-Gounghin",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8350218203,"nodes",c(-1.4029964, 12.2346273),-1.4029964,12.2346273
"Service d'Hyhiene",NA,NA,NA,"centre",NA,NA,NA,NA,NA,NA,NA,9259639099,"nodes",c(-1.5565453, 12.3868789),-1.5565453,12.3868789
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12160353014,"nodes",c(-1.943754, 12.4397969),-1.943754,12.4397969
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8985401860,"nodes",c(1.7783689, 11.8728211),1.7783689,11.8728211
"Centre médical",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8947264144,"nodes",c(1.6257378, 11.9246342),1.6257378,11.9246342
"CSPS de Bibiou",NA,"doctors",NA,"doctor",NA,NA,NA,NA,NA,NA,NA,5781835003,"nodes",c(-2.5433886, 12.8998004),-2.5433886,12.8998004
"Centre médical de Youba",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,8569217029,"nodes",c(-2.3656721, 13.6673682),-2.3656721,13.6673682
"Centre Médical de Tangaye",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,8493232590,"nodes",c(-2.5465724, 13.5408852),-2.5465724,13.5408852
"CSPS de Touya",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,8492112408,"nodes",c(-2.6172513, 13.6454238),-2.6172513,13.6454238
"CSPS de Zinou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8898646458,"nodes",c(-2.2730246, 11.8632009),-2.2730246,11.8632009
"Ophtamologue",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8853935125,"nodes",c(0.0129303, 11.1083154),0.0129303,11.1083154
"USP Yebouate",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8808719667,"nodes",c(0.2980886, 11.0406195),0.2980886,11.0406195
"Hopital de Cinkassé",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8853935177,"nodes",c(0.0177214, 11.1019756),0.0177214,11.1019756
"CMS Eds Wanda Panga",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,8853935191,"nodes",c(0.0102869, 11.1018821),0.0102869,11.1018821
"Clinique Hachimiya",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,8853935192,"nodes",c(0.0109032, 11.1028652),0.0109032,11.1028652
"Pharmacie Lafe Zaka",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,8853935135,"nodes",c(0.0212002, 11.1101163),0.0212002,11.1101163
"CSPS de Goumogo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8839898621,"nodes",c(-2.2490215, 11.9542442),-2.2490215,11.9542442
"USP Boade",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8809422665,"nodes",c(-0.0779551, 11.1156176),-0.0779551,11.1156176
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12580066249,"nodes",c(-0.4330882, 11.7017208),-0.4330882,11.7017208
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13306859758,"nodes",c(0.0340466, 12.2227736),0.0340466,12.2227736
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12098622676,"nodes",c(-1.8581741, 12.5679991),-1.8581741,12.5679991
"Clinique Madina",NA,"clinic",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,3704496491,"nodes",c(-1.5242761, 12.3325453),-1.5242761,12.3325453
"Pharmacie Kaboré Dominique",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,338319928,"nodes",c(-1.5262859, 12.3299218),-1.5262859,12.3299218
"Horizon Dentaire",NA,"dentist",NA,"dentist",NA,NA,NA,NA,NA,NA,NA,3704487186,"nodes",c(-1.5224652, 12.3319262),-1.5224652,12.3319262
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12573615636,"nodes",c(-0.5022115, 11.6769574),-0.5022115,11.6769574
"Centre de Santé St Jean de Malte de l'Ordre De Malte",NA,NA,NA,"centre","general;ophthalmology;dentist;surgery",NA,NA,NA,NA,NA,NA,8802271069,"nodes",c(-1.5050827, 12.402784),-1.5050827,12.402784
"CSPS de Nariou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8724656239,"nodes",c(-2.1513382, 12.089511),-2.1513382,12.089511
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8746815360,"nodes",c(-2.1876727, 12.1739061),-2.1876727,12.1739061
"Nehourou",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810580998,"nodes",c(-3.2337922, 13.7010435),-3.2337922,13.7010435
"CSPS de Tanghin-Wobdo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8677054813,"nodes",c(-2.0394284, 12.1568999),-2.0394284,12.1568999
"CSPS de Goulouré",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8651632643,"nodes",c(-1.9391647, 12.2279364),-1.9391647,12.2279364
"CSPS de Tanghin",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8656043913,"nodes",c(-1.9702622, 12.2466156),-1.9702622,12.2466156
"CSPS de Manéga",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8638905750,"nodes",c(-1.794308, 12.257484),-1.794308,12.257484
"Pharmacie Bénéwendé à Manga",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,8644137219,"nodes",c(-1.073194, 11.6616417),-1.073194,11.6616417
"Dispensaire de Goutoula",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8571550090,"nodes",c(-2.5797701, 13.6083356),-2.5797701,13.6083356
"CSPS de Namsiguia",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8493038527,"nodes",c(-2.5665709, 13.5892757),-2.5665709,13.5892757
"Pharmacie de l'Hôpital",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,"Pharmacie de l'Hôpital",4236296795,"nodes",c(-4.3030351, 11.169117),-4.3030351,11.169117
"CSPS Urbain (Secteur 15)",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8567047665,"nodes",c(-2.370197, 13.5455464),-2.370197,13.5455464
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12565289367,"nodes",c(-0.4406615, 11.7244072),-0.4406615,11.7244072
"CSPS d'Oursi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8520685765,"nodes",c(-0.4398367, 14.666),-0.4398367,14.666
"CSPS de Soukoundou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8520302205,"nodes",c(-0.249204, 14.6933814),-0.249204,14.6933814
"CSPS de Boukessi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8516746612,"nodes",c(-0.6686908, 14.439657),-0.6686908,14.439657
"Centre Médical de Déou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8512962152,"nodes",c(-0.7192598, 14.5965906),-0.7192598,14.5965906
"CSPS de Gandafagou-Kelwélé",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8511433727,"nodes",c(-0.7075426, 14.7394962),-0.7075426,14.7394962
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11932963070,"nodes",c(-1.8562026, 12.6260572),-1.8562026,12.6260572
"CSPS de Rega",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6724862817,"nodes",c(-2.5444186, 13.3567689),-2.5444186,13.3567689
"CSPS de Ninga",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8494048576,"nodes",c(-2.5134109, 13.4185041),-2.5134109,13.4185041
"CSPS de Pella-Tibitiguia",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8492112614,"nodes",c(-2.6432003, 13.6219498),-2.6432003,13.6219498
"CSPS de Birgondogo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8485590703,"nodes",c(-2.858972, 13.6306288),-2.858972,13.6306288
"CSPS Wouro-Narain",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8484111614,"nodes",c(-2.541149, 13.6649431),-2.541149,13.6649431
"Dispensaire de Noden",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8483902542,"nodes",c(-2.5702617, 13.7345623),-2.5702617,13.7345623
"Maternité Bokinda",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8483813477,"nodes",c(-2.814572, 13.6854185),-2.814572,13.6854185
"Dispensaire du Secteur 6",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8483613498,"nodes",c(-2.7048147, 13.7945349),-2.7048147,13.7945349
"CSPS de Sim",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8482837660,"nodes",c(-2.5814867, 13.7954062),-2.5814867,13.7954062
"CSPS de Pétossiré",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8482838724,"nodes",c(-2.6475079, 13.8518136),-2.6475079,13.8518136
"Centre médical de Thiou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8482837425,"nodes",c(-2.6520208, 13.7974145),-2.6520208,13.7974145
"CSPS de Rim",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8481228177,"nodes",c(-2.5212657, 13.7156716),-2.5212657,13.7156716
